epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,2900.69,1.16046,1.50699,1.27232,0.00919,0.71813,0.46588,0.41531,0.37997,0.20645,0.45599,0.40556,0.37085,0.2112,1.82268,3.16858,2.76925,0.02165,0,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
96,2953.02,1.20287,1.53821,1.2858,0.00929,0.7392,0.44631,0.43997,0.40295,0.21925,0.45572,0.43174,0.3911,0.21839,1.77095,3.01162,2.28083,0.02149,0,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
97,3005.72,1.15086,1.49759,1.25639,0.00898,0.6963,0.49759,0.44142,0.42818,0.23549,0.47984,0.437,0.40648,0.23314,1.76184,2.94933,2.14947,0.02076,0,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
98,3058.43,1.15591,1.50256,1.25613,0.00878,0.74221,0.45753,0.42329,0.38174,0.20696,0.42731,0.43143,0.36527,0.19901,1.78046,3.20211,2.24187,0.02128,0,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318
99,3110.56,1.11812,1.45517,1.2211,0.0086,0.71864,0.41909,0.46416,0.37907,0.21097,0.38785,0.42024,0.36514,0.19877,1.71864,3.09248,2.37998,0.01992,0,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
100,3161.42,1.1427,1.48991,1.22947,0.0093,0.692,0.45145,0.42071,0.36995,0.19705,0.46355,0.4122,0.36207,0.19916,1.7367,2.95569,2.66158,0.02063,0,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775
101,3211.85,1.16223,1.51225,1.2416,0.00927,0.71003,0.51439,0.43402,0.41323,0.22347,0.48937,0.44018,0.39965,0.21865,1.71506,2.95487,2.31374,0.02046,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,3263.87,1.123,1.43694,1.17371,0.00885,0.6521,0.49621,0.4227,0.41542,0.22109,0.50612,0.42651,0.40106,0.22112,1.74907,3.01961,2.37514,0.02104,0,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
103,3316.49,1.14862,1.46923,1.23498,0.00881,0.68359,0.53804,0.39977,0.41103,0.20741,0.52953,0.39317,0.3913,0.2082,1.78939,3.16888,2.23799,0.02159,0,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
104,3368.59,1.1266,1.4289,1.18252,0.00863,0.6741,0.42979,0.47394,0.40426,0.20943,0.48396,0.39848,0.37456,0.21115,1.80628,3.13286,2.22776,0.02139,0,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682
